id	label	category	prompt	guide_kind	temperature	top_k	cfg_musiccoca	cfg_notes	cfg_drums
050_concrete_string_hum	Concrete String Hum	electroacoustic_resonance	Create an original beatless ambient synthesizer texture called Concrete String Hum. A deep low-mid processed bowed metal, contact-mic hum, and resonator bank electroacoustic resonant field with small spectral resonances appearing and disappearing and continuous harmonic or noise movement. Add bowed-metal diffusion, slow EQ tilt, and long reflective tails with close dry center with a long rear tail. The sound should feel like concrete resonance and evolve continuously as a sustained environment, not a beat, song section, or lead melody. Avoid drums, percussion, vocals, arpeggios, sequencer patterns, rhythmic pulses, EDM drops, sudden cuts, fade-outs, and silence.	metallic	0.880	112	6.900	4.400	0.000
051_basalt_phase_engine	Basalt Phase Engine	analog_drone	Create an original beatless ambient synthesizer texture called Basalt Phase Engine. A continuous low-register detuned modular VCO stack low analog drone with slow phase beating and continuous harmonic or noise movement. Add warm saturation, tape delay smear, and a stable plate reverb tail with a wide stable stereo field. The sound should feel like slow voltage weather and evolve continuously as a sustained environment, not a beat, song section, or lead melody. Avoid drums, percussion, vocals, arpeggios, sequencer patterns, rhythmic pulses, EDM drops, sudden cuts, fade-outs, and silence.	analog_drone	0.580	36	7.400	6.500	0.000
052_additive_glass_plain	Additive Glass Plain	spectral_pad	Create an original beatless ambient synthesizer texture called Additive Glass Plain. A continuous mid-register high-mid wavetable and additive sine cloud luminous spectral pad with phase smear across upper harmonics and continuous harmonic or noise movement. Add shimmer reverb, transparent chorus, and resonant high-pass air with slow pan diffusion. The sound should feel like floating glass and evolve continuously as a sustained environment, not a beat, song section, or lead melody. Avoid drums, percussion, vocals, arpeggios, sequencer patterns, rhythmic pulses, EDM drops, sudden cuts, fade-outs, and silence.	spectral_pad	0.640	56	7.100	6.200	0.000
053_sub_pressure_weather	Sub Pressure Weather	cinema_noise	Create an original beatless ambient synthesizer texture called Sub Pressure Weather. A wide full-register filtered broadband noise and subharmonic pressure dark cinematic noise bed with low shelf pressure rising without hits and continuous harmonic or noise movement. Add dark notch filtering, soft clipping, and a long metallic tail with a centered low end and wide upper reflections. The sound should feel like large empty room and evolve continuously as a sustained environment, not a beat, song section, or lead melody. Avoid drums, percussion, vocals, arpeggios, sequencer patterns, rhythmic pulses, EDM drops, sudden cuts, fade-outs, and silence.	cinema_noise	0.820	88	7.300	3.800	0.000
054_freeze_index_field	Freeze Index Field	granular_glitch	Create an original beatless ambient synthesizer texture called Freeze Index Field. A soft high-mid frozen buffer and broken resampling layer continuous granular glitch sustain with tiny buffer slips without a beat grid and continuous harmonic or noise movement. Add short freeze delay, spectral blur, and wide unstable reflections with large distant-room depth. The sound should feel like frozen circuitry and evolve continuously as a sustained environment, not a beat, song section, or lead melody. Avoid drums, percussion, vocals, arpeggios, sequencer patterns, rhythmic pulses, EDM drops, sudden cuts, fade-outs, and silence.	granular_glitch	0.960	124	6.700	3.200	0.000
055_platinum_fm_halo	Platinum FM Halo	metallic_cloud	Create an original beatless ambient synthesizer texture called Platinum FM Halo. A deep low-mid FM partials, ring-modulated sines, and tuned resonators metallic harmonic cloud with long metallic overtones folding inward and continuous harmonic or noise movement. Add soft clipping, ring shimmer, and wide reflective space with close dry center with a long rear tail. The sound should feel like bronze mist and evolve continuously as a sustained environment, not a beat, song section, or lead melody. Avoid drums, percussion, vocals, arpeggios, sequencer patterns, rhythmic pulses, EDM drops, sudden cuts, fade-outs, and silence.	metallic	0.740	82	7.000	5.600	0.000
056_spring_feedback_bloom	Spring Feedback Bloom	modular_feedback	Create an original beatless ambient synthesizer texture called Spring Feedback Bloom. A continuous low-register resonant filter feedback network and wavefolder self-balancing modular feedback patch with feedback hovering below instability and continuous harmonic or noise movement. Add folded harmonics, low-pass damping, and wide feedback delay with a wide stable stereo field. The sound should feel like alive machinery and evolve continuously as a sustained environment, not a beat, song section, or lead melody. Avoid drums, percussion, vocals, arpeggios, sequencer patterns, rhythmic pulses, EDM drops, sudden cuts, fade-outs, and silence.	analog_drone	0.780	70	7.200	4.800	0.000
057_velvet_tape_organ	Velvet Tape Organ	tape_loop	Create an original beatless ambient synthesizer texture called Velvet Tape Organ. A continuous mid-register old string machine, soft organ, and saturated tape loop warped tape-loop pad with slow tape-head color drift and continuous harmonic or noise movement. Add old preamp noise, chorus ensemble, and long velvet reverb with slow pan diffusion. The sound should feel like soft magnetic haze and evolve continuously as a sustained environment, not a beat, song section, or lead melody. Avoid drums, percussion, vocals, arpeggios, sequencer patterns, rhythmic pulses, EDM drops, sudden cuts, fade-outs, and silence.	spectral_pad	0.540	32	7.500	6.800	0.000
058_wind_hiss_sheet	Wind Hiss Sheet	air_dust	Create an original beatless ambient synthesizer texture called Wind Hiss Sheet. A wide full-register filtered hiss, bowed noise, and soft harmonic air high air and dust layer with noise grains thinning and thickening and continuous harmonic or noise movement. Add bowed-noise filtering, transparent compression, and a long room tail with a centered low end and wide upper reflections. The sound should feel like silver dust and evolve continuously as a sustained environment, not a beat, song section, or lead melody. Avoid drums, percussion, vocals, arpeggios, sequencer patterns, rhythmic pulses, EDM drops, sudden cuts, fade-outs, and silence.	cinema_noise	0.860	104	6.800	2.800	0.000
059_static_drawbar_sea	Static Drawbar Sea	organ_sustain	Create an original beatless ambient synthesizer texture called Static Drawbar Sea. A soft high-mid stacked sine oscillators and soft drawbar-like partials steady electronic organ sustain with subtle ensemble thickness and continuous harmonic or noise movement. Add subtle tape color, anti-click smoothing, and clear sustained space with large distant-room depth. The sound should feel like pure sustained light and evolve continuously as a sustained environment, not a beat, song section, or lead melody. Avoid drums, percussion, vocals, arpeggios, sequencer patterns, rhythmic pulses, EDM drops, sudden cuts, fade-outs, and silence.	spectral_pad	0.500	28	7.600	6.900	0.000
060_resonator_bank_fog	Resonator Bank Fog	electroacoustic_resonance	Create an original beatless ambient synthesizer texture called Resonator Bank Fog. A deep low-mid processed bowed metal, contact-mic hum, and resonator bank electroacoustic resonant field with small spectral resonances appearing and disappearing and continuous harmonic or noise movement. Add bowed-metal diffusion, slow EQ tilt, and long reflective tails with close dry center with a long rear tail. The sound should feel like tactile atmosphere and evolve continuously as a sustained environment, not a beat, song section, or lead melody. Avoid drums, percussion, vocals, arpeggios, sequencer patterns, rhythmic pulses, EDM drops, sudden cuts, fade-outs, and silence.	metallic	0.880	112	6.900	4.400	0.000
061_moss_voltage_cathedral	Moss Voltage Cathedral	analog_drone	Create an original beatless ambient synthesizer texture called Moss Voltage Cathedral. A continuous low-register detuned modular VCO stack low analog drone with slow phase beating and continuous harmonic or noise movement. Add warm saturation, tape delay smear, and a stable plate reverb tail with a wide stable stereo field. The sound should feel like heavy fog and evolve continuously as a sustained environment, not a beat, song section, or lead melody. Avoid drums, percussion, vocals, arpeggios, sequencer patterns, rhythmic pulses, EDM drops, sudden cuts, fade-outs, and silence.	analog_drone	0.580	36	7.400	6.500	0.000
062_blue_spectral_lens	Blue Spectral Lens	spectral_pad	Create an original beatless ambient synthesizer texture called Blue Spectral Lens. A continuous mid-register high-mid wavetable and additive sine cloud luminous spectral pad with phase smear across upper harmonics and continuous harmonic or noise movement. Add shimmer reverb, transparent chorus, and resonant high-pass air with slow pan diffusion. The sound should feel like cold aurora and evolve continuously as a sustained environment, not a beat, song section, or lead melody. Avoid drums, percussion, vocals, arpeggios, sequencer patterns, rhythmic pulses, EDM drops, sudden cuts, fade-outs, and silence.	spectral_pad	0.640	56	7.100	6.200	0.000
063_cavern_noise_bloom	Cavern Noise Bloom	cinema_noise	Create an original beatless ambient synthesizer texture called Cavern Noise Bloom. A wide full-register filtered broadband noise and subharmonic pressure dark cinematic noise bed with low shelf pressure rising without hits and continuous harmonic or noise movement. Add dark notch filtering, soft clipping, and a long metallic tail with a centered low end and wide upper reflections. The sound should feel like cinematic tension and evolve continuously as a sustained environment, not a beat, song section, or lead melody. Avoid drums, percussion, vocals, arpeggios, sequencer patterns, rhythmic pulses, EDM drops, sudden cuts, fade-outs, and silence.	cinema_noise	0.820	88	7.300	3.800	0.000
064_broken_bit_halo	Broken Bit Halo	granular_glitch	Create an original beatless ambient synthesizer texture called Broken Bit Halo. A soft high-mid frozen buffer and broken resampling layer continuous granular glitch sustain with tiny buffer slips without a beat grid and continuous harmonic or noise movement. Add short freeze delay, spectral blur, and wide unstable reflections with large distant-room depth. The sound should feel like electric dust and evolve continuously as a sustained environment, not a beat, song section, or lead melody. Avoid drums, percussion, vocals, arpeggios, sequencer patterns, rhythmic pulses, EDM drops, sudden cuts, fade-outs, and silence.	granular_glitch	0.960	124	6.700	3.200	0.000
065_tungsten_overtone_garden	Tungsten Overtone Garden	metallic_cloud	Create an original beatless ambient synthesizer texture called Tungsten Overtone Garden. A deep low-mid FM partials, ring-modulated sines, and tuned resonators metallic harmonic cloud with long metallic overtones folding inward and continuous harmonic or noise movement. Add soft clipping, ring shimmer, and wide reflective space with close dry center with a long rear tail. The sound should feel like chromatic pressure and evolve continuously as a sustained environment, not a beat, song section, or lead melody. Avoid drums, percussion, vocals, arpeggios, sequencer patterns, rhythmic pulses, EDM drops, sudden cuts, fade-outs, and silence.	metallic	0.740	82	7.000	5.600	0.000
066_foldback_resonance_room	Foldback Resonance Room	modular_feedback	Create an original beatless ambient synthesizer texture called Foldback Resonance Room. A continuous low-register resonant filter feedback network and wavefolder self-balancing modular feedback patch with feedback hovering below instability and continuous harmonic or noise movement. Add folded harmonics, low-pass damping, and wide feedback delay with a wide stable stereo field. The sound should feel like slow feedback weather and evolve continuously as a sustained environment, not a beat, song section, or lead melody. Avoid drums, percussion, vocals, arpeggios, sequencer patterns, rhythmic pulses, EDM drops, sudden cuts, fade-outs, and silence.	analog_drone	0.780	70	7.200	4.800	0.000
067_flutter_memory_bed	Flutter Memory Bed	tape_loop	Create an original beatless ambient synthesizer texture called Flutter Memory Bed. A continuous mid-register old string machine, soft organ, and saturated tape loop warped tape-loop pad with slow tape-head color drift and continuous harmonic or noise movement. Add old preamp noise, chorus ensemble, and long velvet reverb with slow pan diffusion. The sound should feel like faded memory and evolve continuously as a sustained environment, not a beat, song section, or lead melody. Avoid drums, percussion, vocals, arpeggios, sequencer patterns, rhythmic pulses, EDM drops, sudden cuts, fade-outs, and silence.	spectral_pad	0.540	32	7.500	6.800	0.000
068_needle_air_fog	Needle Air Fog	air_dust	Create an original beatless ambient synthesizer texture called Needle Air Fog. A wide full-register filtered hiss, bowed noise, and soft harmonic air high air and dust layer with noise grains thinning and thickening and continuous harmonic or noise movement. Add bowed-noise filtering, transparent compression, and a long room tail with a centered low end and wide upper reflections. The sound should feel like open air and evolve continuously as a sustained environment, not a beat, song section, or lead melody. Avoid drums, percussion, vocals, arpeggios, sequencer patterns, rhythmic pulses, EDM drops, sudden cuts, fade-outs, and silence.	cinema_noise	0.860	104	6.800	2.800	0.000
069_soft_partial_organ	Soft Partial Organ	organ_sustain	Create an original beatless ambient synthesizer texture called Soft Partial Organ. A soft high-mid stacked sine oscillators and soft drawbar-like partials steady electronic organ sustain with subtle ensemble thickness and continuous harmonic or noise movement. Add subtle tape color, anti-click smoothing, and clear sustained space with large distant-room depth. The sound should feel like held electronic breath and evolve continuously as a sustained environment, not a beat, song section, or lead melody. Avoid drums, percussion, vocals, arpeggios, sequencer patterns, rhythmic pulses, EDM drops, sudden cuts, fade-outs, and silence.	spectral_pad	0.500	28	7.600	6.900	0.000
070_bowed_concrete_tail	Bowed Concrete Tail	electroacoustic_resonance	Create an original beatless ambient synthesizer texture called Bowed Concrete Tail. A deep low-mid processed bowed metal, contact-mic hum, and resonator bank electroacoustic resonant field with small spectral resonances appearing and disappearing and continuous harmonic or noise movement. Add bowed-metal diffusion, slow EQ tilt, and long reflective tails with close dry center with a long rear tail. The sound should feel like museum machinery and evolve continuously as a sustained environment, not a beat, song section, or lead melody. Avoid drums, percussion, vocals, arpeggios, sequencer patterns, rhythmic pulses, EDM drops, sudden cuts, fade-outs, and silence.	metallic	0.880	112	6.900	4.400	0.000
071_slate_oscillator_lake	Slate Oscillator Lake	analog_drone	Create an original beatless ambient synthesizer texture called Slate Oscillator Lake. A continuous low-register detuned modular VCO stack low analog drone with slow phase beating and continuous harmonic or noise movement. Add warm saturation, tape delay smear, and a stable plate reverb tail with a wide stable stereo field. The sound should feel like subterranean pressure and evolve continuously as a sustained environment, not a beat, song section, or lead melody. Avoid drums, percussion, vocals, arpeggios, sequencer patterns, rhythmic pulses, EDM drops, sudden cuts, fade-outs, and silence.	analog_drone	0.580	36	7.400	6.500	0.000
072_crystal_freeze_bloom	Crystal Freeze Bloom	spectral_pad	Create an original beatless ambient synthesizer texture called Crystal Freeze Bloom. A continuous mid-register high-mid wavetable and additive sine cloud luminous spectral pad with phase smear across upper harmonics and continuous harmonic or noise movement. Add shimmer reverb, transparent chorus, and resonant high-pass air with slow pan diffusion. The sound should feel like weightless cinema and evolve continuously as a sustained environment, not a beat, song section, or lead melody. Avoid drums, percussion, vocals, arpeggios, sequencer patterns, rhythmic pulses, EDM drops, sudden cuts, fade-outs, and silence.	spectral_pad	0.640	56	7.100	6.200	0.000
073_distant_smoke_floor	Distant Smoke Floor	cinema_noise	Create an original beatless ambient synthesizer texture called Distant Smoke Floor. A wide full-register filtered broadband noise and subharmonic pressure dark cinematic noise bed with low shelf pressure rising without hits and continuous harmonic or noise movement. Add dark notch filtering, soft clipping, and a long metallic tail with a centered low end and wide upper reflections. The sound should feel like black smoke and evolve continuously as a sustained environment, not a beat, song section, or lead melody. Avoid drums, percussion, vocals, arpeggios, sequencer patterns, rhythmic pulses, EDM drops, sudden cuts, fade-outs, and silence.	cinema_noise	0.820	88	7.300	3.800	0.000
074_pixel_buffer_chapel	Pixel Buffer Chapel	granular_glitch	Create an original beatless ambient synthesizer texture called Pixel Buffer Chapel. A soft high-mid frozen buffer and broken resampling layer continuous granular glitch sustain with tiny buffer slips without a beat grid and continuous harmonic or noise movement. Add short freeze delay, spectral blur, and wide unstable reflections with large distant-room depth. The sound should feel like fragile malfunction and evolve continuously as a sustained environment, not a beat, song section, or lead melody. Avoid drums, percussion, vocals, arpeggios, sequencer patterns, rhythmic pulses, EDM drops, sudden cuts, fade-outs, and silence.	granular_glitch	0.960	124	6.700	3.200	0.000
075_mercury_comb_cloud	Mercury Comb Cloud	metallic_cloud	Create an original beatless ambient synthesizer texture called Mercury Comb Cloud. A deep low-mid FM partials, ring-modulated sines, and tuned resonators metallic harmonic cloud with long metallic overtones folding inward and continuous harmonic or noise movement. Add soft clipping, ring shimmer, and wide reflective space with close dry center with a long rear tail. The sound should feel like quiet industrial light and evolve continuously as a sustained environment, not a beat, song section, or lead melody. Avoid drums, percussion, vocals, arpeggios, sequencer patterns, rhythmic pulses, EDM drops, sudden cuts, fade-outs, and silence.	metallic	0.740	82	7.000	5.600	0.000
076_patch_cable_weather	Patch Cable Weather	modular_feedback	Create an original beatless ambient synthesizer texture called Patch Cable Weather. A continuous low-register resonant filter feedback network and wavefolder self-balancing modular feedback patch with feedback hovering below instability and continuous harmonic or noise movement. Add folded harmonics, low-pass damping, and wide feedback delay with a wide stable stereo field. The sound should feel like unstable voltage and evolve continuously as a sustained environment, not a beat, song section, or lead melody. Avoid drums, percussion, vocals, arpeggios, sequencer patterns, rhythmic pulses, EDM drops, sudden cuts, fade-outs, and silence.	analog_drone	0.780	70	7.200	4.800	0.000
077_old_preamp_horizon	Old Preamp Horizon	tape_loop	Create an original beatless ambient synthesizer texture called Old Preamp Horizon. A continuous mid-register old string machine, soft organ, and saturated tape loop warped tape-loop pad with slow tape-head color drift and continuous harmonic or noise movement. Add old preamp noise, chorus ensemble, and long velvet reverb with slow pan diffusion. The sound should feel like warm nocturne and evolve continuously as a sustained environment, not a beat, song section, or lead melody. Avoid drums, percussion, vocals, arpeggios, sequencer patterns, rhythmic pulses, EDM drops, sudden cuts, fade-outs, and silence.	spectral_pad	0.540	32	7.500	6.800	0.000
078_pale_noise_veil	Pale Noise Veil	air_dust	Create an original beatless ambient synthesizer texture called Pale Noise Veil. A wide full-register filtered hiss, bowed noise, and soft harmonic air high air and dust layer with noise grains thinning and thickening and continuous harmonic or noise movement. Add bowed-noise filtering, transparent compression, and a long room tail with a centered low end and wide upper reflections. The sound should feel like distant atmosphere and evolve continuously as a sustained environment, not a beat, song section, or lead melody. Avoid drums, percussion, vocals, arpeggios, sequencer patterns, rhythmic pulses, EDM drops, sudden cuts, fade-outs, and silence.	cinema_noise	0.860	104	6.800	2.800	0.000
079_sustained_sine_weather	Sustained Sine Weather	organ_sustain	Create an original beatless ambient synthesizer texture called Sustained Sine Weather. A soft high-mid stacked sine oscillators and soft drawbar-like partials steady electronic organ sustain with subtle ensemble thickness and continuous harmonic or noise movement. Add subtle tape color, anti-click smoothing, and clear sustained space with large distant-room depth. The sound should feel like still harmony and evolve continuously as a sustained environment, not a beat, song section, or lead melody. Avoid drums, percussion, vocals, arpeggios, sequencer patterns, rhythmic pulses, EDM drops, sudden cuts, fade-outs, and silence.	spectral_pad	0.500	28	7.600	6.900	0.000
080_metal_contact_fog	Metal Contact Fog	electroacoustic_resonance	Create an original beatless ambient synthesizer texture called Metal Contact Fog. A deep low-mid processed bowed metal, contact-mic hum, and resonator bank electroacoustic resonant field with small spectral resonances appearing and disappearing and continuous harmonic or noise movement. Add bowed-metal diffusion, slow EQ tilt, and long reflective tails with close dry center with a long rear tail. The sound should feel like concrete resonance and evolve continuously as a sustained environment, not a beat, song section, or lead melody. Avoid drums, percussion, vocals, arpeggios, sequencer patterns, rhythmic pulses, EDM drops, sudden cuts, fade-outs, and silence.	metallic	0.880	112	6.900	4.400	0.000
081_ash_vco_monolith	Ash VCO Monolith	analog_drone	Create an original beatless ambient synthesizer texture called Ash VCO Monolith. A continuous low-register detuned modular VCO stack low analog drone with slow phase beating and continuous harmonic or noise movement. Add warm saturation, tape delay smear, and a stable plate reverb tail with a wide stable stereo field. The sound should feel like slow voltage weather and evolve continuously as a sustained environment, not a beat, song section, or lead melody. Avoid drums, percussion, vocals, arpeggios, sequencer patterns, rhythmic pulses, EDM drops, sudden cuts, fade-outs, and silence.	analog_drone	0.580	36	7.400	6.500	0.000
082_polar_wavetable_halo	Polar Wavetable Halo	spectral_pad	Create an original beatless ambient synthesizer texture called Polar Wavetable Halo. A continuous mid-register high-mid wavetable and additive sine cloud luminous spectral pad with phase smear across upper harmonics and continuous harmonic or noise movement. Add shimmer reverb, transparent chorus, and resonant high-pass air with slow pan diffusion. The sound should feel like floating glass and evolve continuously as a sustained environment, not a beat, song section, or lead melody. Avoid drums, percussion, vocals, arpeggios, sequencer patterns, rhythmic pulses, EDM drops, sudden cuts, fade-outs, and silence.	spectral_pad	0.640	56	7.100	6.200	0.000
083_lowpass_carbon_sea	Lowpass Carbon Sea	cinema_noise	Create an original beatless ambient synthesizer texture called Lowpass Carbon Sea. A wide full-register filtered broadband noise and subharmonic pressure dark cinematic noise bed with low shelf pressure rising without hits and continuous harmonic or noise movement. Add dark notch filtering, soft clipping, and a long metallic tail with a centered low end and wide upper reflections. The sound should feel like large empty room and evolve continuously as a sustained environment, not a beat, song section, or lead melody. Avoid drums, percussion, vocals, arpeggios, sequencer patterns, rhythmic pulses, EDM drops, sudden cuts, fade-outs, and silence.	cinema_noise	0.820	88	7.300	3.800	0.000
084_glitch_dust_monolith	Glitch Dust Monolith	granular_glitch	Create an original beatless ambient synthesizer texture called Glitch Dust Monolith. A soft high-mid frozen buffer and broken resampling layer continuous granular glitch sustain with tiny buffer slips without a beat grid and continuous harmonic or noise movement. Add short freeze delay, spectral blur, and wide unstable reflections with large distant-room depth. The sound should feel like frozen circuitry and evolve continuously as a sustained environment, not a beat, song section, or lead melody. Avoid drums, percussion, vocals, arpeggios, sequencer patterns, rhythmic pulses, EDM drops, sudden cuts, fade-outs, and silence.	granular_glitch	0.960	124	6.700	3.200	0.000
085_quiet_ring_cathedral	Quiet Ring Cathedral	metallic_cloud	Create an original beatless ambient synthesizer texture called Quiet Ring Cathedral. A deep low-mid FM partials, ring-modulated sines, and tuned resonators metallic harmonic cloud with long metallic overtones folding inward and continuous harmonic or noise movement. Add soft clipping, ring shimmer, and wide reflective space with close dry center with a long rear tail. The sound should feel like bronze mist and evolve continuously as a sustained environment, not a beat, song section, or lead melody. Avoid drums, percussion, vocals, arpeggios, sequencer patterns, rhythmic pulses, EDM drops, sudden cuts, fade-outs, and silence.	metallic	0.740	82	7.000	5.600	0.000
086_fold_voltage_undertow	Fold Voltage Undertow	modular_feedback	Create an original beatless ambient synthesizer texture called Fold Voltage Undertow. A continuous low-register resonant filter feedback network and wavefolder self-balancing modular feedback patch with feedback hovering below instability and continuous harmonic or noise movement. Add folded harmonics, low-pass damping, and wide feedback delay with a wide stable stereo field. The sound should feel like alive machinery and evolve continuously as a sustained environment, not a beat, song section, or lead melody. Avoid drums, percussion, vocals, arpeggios, sequencer patterns, rhythmic pulses, EDM drops, sudden cuts, fade-outs, and silence.	analog_drone	0.780	70	7.200	4.800	0.000
087_tape_oxide_sheet	Tape Oxide Sheet	tape_loop	Create an original beatless ambient synthesizer texture called Tape Oxide Sheet. A continuous mid-register old string machine, soft organ, and saturated tape loop warped tape-loop pad with slow tape-head color drift and continuous harmonic or noise movement. Add old preamp noise, chorus ensemble, and long velvet reverb with slow pan diffusion. The sound should feel like soft magnetic haze and evolve continuously as a sustained environment, not a beat, song section, or lead melody. Avoid drums, percussion, vocals, arpeggios, sequencer patterns, rhythmic pulses, EDM drops, sudden cuts, fade-outs, and silence.	spectral_pad	0.540	32	7.500	6.800	0.000
088_high_air_cathedral	High Air Cathedral	air_dust	Create an original beatless ambient synthesizer texture called High Air Cathedral. A wide full-register filtered hiss, bowed noise, and soft harmonic air high air and dust layer with noise grains thinning and thickening and continuous harmonic or noise movement. Add bowed-noise filtering, transparent compression, and a long room tail with a centered low end and wide upper reflections. The sound should feel like silver dust and evolve continuously as a sustained environment, not a beat, song section, or lead melody. Avoid drums, percussion, vocals, arpeggios, sequencer patterns, rhythmic pulses, EDM drops, sudden cuts, fade-outs, and silence.	cinema_noise	0.860	104	6.800	2.800	0.000
089_still_organ_plain	Still Organ Plain	organ_sustain	Create an original beatless ambient synthesizer texture called Still Organ Plain. A soft high-mid stacked sine oscillators and soft drawbar-like partials steady electronic organ sustain with subtle ensemble thickness and continuous harmonic or noise movement. Add subtle tape color, anti-click smoothing, and clear sustained space with large distant-room depth. The sound should feel like pure sustained light and evolve continuously as a sustained environment, not a beat, song section, or lead melody. Avoid drums, percussion, vocals, arpeggios, sequencer patterns, rhythmic pulses, EDM drops, sudden cuts, fade-outs, and silence.	spectral_pad	0.500	28	7.600	6.900	0.000
090_resonant_wire_bloom	Resonant Wire Bloom	electroacoustic_resonance	Create an original beatless ambient synthesizer texture called Resonant Wire Bloom. A deep low-mid processed bowed metal, contact-mic hum, and resonator bank electroacoustic resonant field with small spectral resonances appearing and disappearing and continuous harmonic or noise movement. Add bowed-metal diffusion, slow EQ tilt, and long reflective tails with close dry center with a long rear tail. The sound should feel like tactile atmosphere and evolve continuously as a sustained environment, not a beat, song section, or lead melody. Avoid drums, percussion, vocals, arpeggios, sequencer patterns, rhythmic pulses, EDM drops, sudden cuts, fade-outs, and silence.	metallic	0.880	112	6.900	4.400	0.000
091_shadow_oscillator_fog	Shadow Oscillator Fog	analog_drone	Create an original beatless ambient synthesizer texture called Shadow Oscillator Fog. A continuous low-register detuned modular VCO stack low analog drone with slow phase beating and continuous harmonic or noise movement. Add warm saturation, tape delay smear, and a stable plate reverb tail with a wide stable stereo field. The sound should feel like heavy fog and evolve continuously as a sustained environment, not a beat, song section, or lead melody. Avoid drums, percussion, vocals, arpeggios, sequencer patterns, rhythmic pulses, EDM drops, sudden cuts, fade-outs, and silence.	analog_drone	0.580	36	7.400	6.500	0.000
092_frost_glass_undertow	Frost Glass Undertow	spectral_pad	Create an original beatless ambient synthesizer texture called Frost Glass Undertow. A continuous mid-register high-mid wavetable and additive sine cloud luminous spectral pad with phase smear across upper harmonics and continuous harmonic or noise movement. Add shimmer reverb, transparent chorus, and resonant high-pass air with slow pan diffusion. The sound should feel like cold aurora and evolve continuously as a sustained environment, not a beat, song section, or lead melody. Avoid drums, percussion, vocals, arpeggios, sequencer patterns, rhythmic pulses, EDM drops, sudden cuts, fade-outs, and silence.	spectral_pad	0.640	56	7.100	6.200	0.000
093_cinema_noise_chapel	Cinema Noise Chapel	cinema_noise	Create an original beatless ambient synthesizer texture called Cinema Noise Chapel. A wide full-register filtered broadband noise and subharmonic pressure dark cinematic noise bed with low shelf pressure rising without hits and continuous harmonic or noise movement. Add dark notch filtering, soft clipping, and a long metallic tail with a centered low end and wide upper reflections. The sound should feel like cinematic tension and evolve continuously as a sustained environment, not a beat, song section, or lead melody. Avoid drums, percussion, vocals, arpeggios, sequencer patterns, rhythmic pulses, EDM drops, sudden cuts, fade-outs, and silence.	cinema_noise	0.820	88	7.300	3.800	0.000
094_frozen_grain_lake	Frozen Grain Lake	granular_glitch	Create an original beatless ambient synthesizer texture called Frozen Grain Lake. A soft high-mid frozen buffer and broken resampling layer continuous granular glitch sustain with tiny buffer slips without a beat grid and continuous harmonic or noise movement. Add short freeze delay, spectral blur, and wide unstable reflections with large distant-room depth. The sound should feel like electric dust and evolve continuously as a sustained environment, not a beat, song section, or lead melody. Avoid drums, percussion, vocals, arpeggios, sequencer patterns, rhythmic pulses, EDM drops, sudden cuts, fade-outs, and silence.	granular_glitch	0.960	124	6.700	3.200	0.000
095_alloy_fm_weather	Alloy FM Weather	metallic_cloud	Create an original beatless ambient synthesizer texture called Alloy FM Weather. A deep low-mid FM partials, ring-modulated sines, and tuned resonators metallic harmonic cloud with long metallic overtones folding inward and continuous harmonic or noise movement. Add soft clipping, ring shimmer, and wide reflective space with close dry center with a long rear tail. The sound should feel like chromatic pressure and evolve continuously as a sustained environment, not a beat, song section, or lead melody. Avoid drums, percussion, vocals, arpeggios, sequencer patterns, rhythmic pulses, EDM drops, sudden cuts, fade-outs, and silence.	metallic	0.740	82	7.000	5.600	0.000
096_feedback_spring_field	Feedback Spring Field	modular_feedback	Create an original beatless ambient synthesizer texture called Feedback Spring Field. A continuous low-register resonant filter feedback network and wavefolder self-balancing modular feedback patch with feedback hovering below instability and continuous harmonic or noise movement. Add folded harmonics, low-pass damping, and wide feedback delay with a wide stable stereo field. The sound should feel like slow feedback weather and evolve continuously as a sustained environment, not a beat, song section, or lead melody. Avoid drums, percussion, vocals, arpeggios, sequencer patterns, rhythmic pulses, EDM drops, sudden cuts, fade-outs, and silence.	analog_drone	0.780	70	7.200	4.800	0.000
097_loop_velvet_hall	Loop Velvet Hall	tape_loop	Create an original beatless ambient synthesizer texture called Loop Velvet Hall. A continuous mid-register old string machine, soft organ, and saturated tape loop warped tape-loop pad with slow tape-head color drift and continuous harmonic or noise movement. Add old preamp noise, chorus ensemble, and long velvet reverb with slow pan diffusion. The sound should feel like faded memory and evolve continuously as a sustained environment, not a beat, song section, or lead melody. Avoid drums, percussion, vocals, arpeggios, sequencer patterns, rhythmic pulses, EDM drops, sudden cuts, fade-outs, and silence.	spectral_pad	0.540	32	7.500	6.800	0.000
098_dust_phase_halo	Dust Phase Halo	air_dust	Create an original beatless ambient synthesizer texture called Dust Phase Halo. A wide full-register filtered hiss, bowed noise, and soft harmonic air high air and dust layer with noise grains thinning and thickening and continuous harmonic or noise movement. Add bowed-noise filtering, transparent compression, and a long room tail with a centered low end and wide upper reflections. The sound should feel like open air and evolve continuously as a sustained environment, not a beat, song section, or lead melody. Avoid drums, percussion, vocals, arpeggios, sequencer patterns, rhythmic pulses, EDM drops, sudden cuts, fade-outs, and silence.	cinema_noise	0.860	104	6.800	2.800	0.000
